Carcass Drop,Habitat,Flood,Season,Site,site_R,Date,Days since laid,Event,Number Scavenging,Number in Frame,Max Group Size Till Scavenging,Time_till_scav_value_mins
3SD,CL,AF,Cool,1,3SD1,13/06/2019,0,536, S.1, R.3,3,2.766666667
3SD,CL,AF,Cool,1,3SD1,14/06/2019,1,537, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,1,3SD1,14/06/2019,1,538, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,539, S.1,R.2,2,0.066666667
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,540, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,541, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,542, S.1, R.1,2,0.083333333
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,543, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,544, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,19/06/2019,6,545, S.0, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,20/06/2019,7,546, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,20/06/2019,7,547, S.2, R.2,2,3.083333333
3SD,CL,AF,Cool,1,3SD1,20/06/2019,7,548, S.1, R.2,2,2.35
3SD,CL,AF,Cool,1,3SD1,20/06/2019,7,549, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,20/06/2019,7,550, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,21/06/2019,8,551, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,1,3SD1,22/06/2019,9,552, S.0, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,22/06/2019,9,553, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,22/06/2019,9,554, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,24/06/2019,11,555, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,24/06/2019,11,556, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,1,3SD1,24/06/2019,11,557, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,1,3SD1,26/06/2019,13,558, S.1, R.2,2,0.766666667
3SD,CL,AF,Cool,1,3SD1,26/06/2019,13,559, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,26/06/2019,13,560, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,561, S.2, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,562, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,563, S.2, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,564, S.0, R.1,2,0.116666667
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,565, S.1, R.1,1,0.783333333
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,566, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,567, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,27/06/2019,14,568, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,28/06/2019,15,569, S.1, R.2,2,0.083333333
3SD,CL,AF,Cool,1,3SD1,28/06/2019,15,570, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,1,3SD1,28/06/2019,15,571, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,29/06/2019,16,572, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,29/06/2019,16,573, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,29/06/2019,16,574, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,29/06/2019,16,575, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,30/06/2019,17,576, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,30/06/2019,17,577, S.1, R.1,1,0.05
3SD,CL,AF,Cool,1,3SD1,30/06/2019,17,578, S.1, R.3,3,0.1
3SD,CL,AF,Cool,1,3SD1,30/06/2019,17,579, S.1, R.4,4,1.45
3SD,CL,AF,Cool,1,3SD1,1/07/2019,18,580, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,1/07/2019,18,581, S.1, R.1,1,0.133333333
3SD,CL,AF,Cool,1,3SD1,2/07/2019,19,582, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,1,3SD1,3/07/2019,20,583, S.2, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,3/07/2019,20,584, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,3/07/2019,20,585, S.1, R.2,2,0.35
3SD,CL,AF,Cool,1,3SD1,3/07/2019,20,586, S.1, R.2,2,2.616666667
3SD,CL,AF,Cool,1,3SD1,5/07/2019,22,587, S.2, R.2,1,0
3SD,CL,AF,Cool,1,3SD1,5/07/2019,22,588, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,5/07/2019,22,589, S.1, R.1,1,0.05
3SD,CL,AF,Cool,1,3SD1,5/07/2019,22,590, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,5/07/2019,22,591, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,1,3SD1,7/07/2019,24,592, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,8/07/2019,25,593, S.1, R.1,1,0.966666667
3SD,CL,AF,Cool,1,3SD1,9/07/2019,26,594, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,9/07/2019,26,595, S.1, R.1,1,0.05
3SD,CL,AF,Cool,1,3SD1,10/07/2019,27,596, S.2, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,10/07/2019,27,597, S.2, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,10/07/2019,27,598, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,1,3SD1,11/07/2019,28,599, S.1, R.1,1,4.1
3SD,CL,AF,Cool,1,3SD1,13/07/2019,30,600, S.1, R.2,2,0.083333333
3SD,CL,AF,Cool,1,3SD1,13/07/2019,30,601, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,16/07/2019,33,602, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,19/07/2019,36,603, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,20/07/2019,37,604, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,1,3SD1,13/08/2019,61,605, S.1, R.1,1,0
3SD,CL,AF,Cool,1,3SD1,14/08/2019,62,606, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,1,3SD1,14/08/2019,62,607, S.1, R.1,2,0.083333333
3SD,CL,AF,Cool,1,3SD1,26/08/2019,74,608, S.1, R.4,4,0.083333333
3SD,CL,AF,Cool,1,3SD1,2/09/2019,81,609, S.1, R.2,2,0
3SD,CL,AF,Cool,1,3SD1,2/09/2019,81,610, S.0, R.1,1,4.45
3SD,CL,AF,Cool,1,3SD1,20/09/2019,99,611, S.0, R.1,1,0.116666667
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,612, S.0, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,613, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,614, S.1, R.2,2,1.416666667
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,615, S.2, R.2,2,0.083333333
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,616, S.0, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,617, S.1, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,14/06/2019,1,618, S.0, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,619, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,620, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,621, S.3, R.1,1,1.916666667
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,622, S.1, R.2,2,0.383333333
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,623, S.1, R.1,1,2.433333333
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,624, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,15/06/2019,2,625, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,626, S.0, R.4,4,11.7
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,627, S.1, R.4,4,15.13333333
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,628, S.0, R.2,2,0.9
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,629, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,630, S.1, R.5,5,0
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,631,2,3,3,0
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,632, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,633, S.1, R.2,2,0.05
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,634, S.0, R.2,2,2.433333333
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,635, S.2, R.2,2,0.266666667
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,636, S.1, R.2,2,11.38333333
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,637, S.0, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,638, S.1, R.2,3,1.9
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,639, S.0, R.1,1,10.18333333
3SD,OP,AF,Cool,2,3SD2,16/06/2019,3,640, S.1, R.3,3,0.233333333
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,641, S.0, R.2,2,0.116666667
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,642, S.1, R.1,1,0.316666667
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,643, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,644, S.1, R.4,4,0.45
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,645, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,646, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,647,1,3,3,0.033333333
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,648, S.1, R.2,2,0.316666667
3SD,OP,AF,Cool,2,3SD2,17/06/2019,4,649, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,18/06/2019,5,650, S.1, R.2,2,0.25
3SD,OP,AF,Cool,2,3SD2,18/06/2019,5,651, S.2, R.2,2,0.083333333
3SD,OP,AF,Cool,2,3SD2,18/06/2019,5,652, S.1, R.2,2,0.066666667
3SD,OP,AF,Cool,2,3SD2,18/06/2019,5,653, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,2,3SD2,18/06/2019,5,654, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,19/06/2019,6,655, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,19/06/2019,6,656, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,20/06/2019,7,657, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,20/06/2019,7,658, S.0, R.1,1,5.85
3SD,OP,AF,Cool,2,3SD2,21/06/2019,8,659, S.0, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,21/06/2019,8,660, S.1, R.1,1,6.85
3SD,OP,AF,Cool,2,3SD2,21/06/2019,8,661,0,1,1,0
3SD,OP,AF,Cool,2,3SD2,22/06/2019,9,662, S.1, R.1,2,0.05
3SD,OP,AF,Cool,2,3SD2,22/06/2019,9,663, S.1, R.1,1,0.216666667
3SD,OP,AF,Cool,2,3SD2,22/06/2019,9,664, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,23/06/2019,10,665, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,23/06/2019,10,666, S.1, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,23/06/2019,10,667,1,1,1,0.05
3SD,OP,AF,Cool,2,3SD2,24/06/2019,11,668, S.1, R.1,2,0.05
3SD,OP,AF,Cool,2,3SD2,24/06/2019,11,669, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,25/06/2019,12,670, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,671, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,672, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,673,1,1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,674, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,675, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,26/06/2019,13,676, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,27/06/2019,14,677, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,27/06/2019,14,678, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,27/06/2019,14,679, S.1, R.2,2,1.15
3SD,OP,AF,Cool,2,3SD2,27/06/2019,14,680, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,681, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,682, S.1, R.1,1,0.216666667
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,683, S.1, R.1,1,10.9
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,684,0,1,1,0
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,685, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,28/06/2019,15,686, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,687, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,688, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,689, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,690, S.1, R.1,1,9.883333333
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,691, S.1, R.1,1,0.116666667
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,692, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,693, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,694,0,1,1,0.05
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,695,1,1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,696, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,29/06/2019,16,697, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,698, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,699, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,700, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,701, S.1, R.2,2,0.116666667
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,702, S.2, R.2,2,0.05
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,703, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,30/06/2019,17,704, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,705, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,706, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,707, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,708, S.1, R.2,2,0.066666667
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,709, S.1, R.2,2,0.8
3SD,OP,AF,Cool,2,3SD2,1/07/2019,18,710, S.2, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,2/07/2019,19,711, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,2/07/2019,19,712, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,3/07/2019,20,713, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,3/07/2019,20,714, S.1, R.2,2,0.016666667
3SD,OP,AF,Cool,2,3SD2,6/07/2019,23,715, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,6/07/2019,23,716, S.1, R.2,2,0.066666667
3SD,OP,AF,Cool,2,3SD2,7/07/2019,24,717, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,8/07/2019,25,718, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,8/07/2019,25,719, S.1, R.2,2,0.016666667
3SD,OP,AF,Cool,2,3SD2,8/07/2019,25,720, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,9/07/2019,26,721, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,9/07/2019,26,722, S.1, R.2,2,0.016666667
3SD,OP,AF,Cool,2,3SD2,10/07/2019,27,723, S.0, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,11/07/2019,28,724, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,11/07/2019,28,725, S.0, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,11/07/2019,28,726, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,11/07/2019,28,727, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,11/07/2019,28,728, S.0, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,12/07/2019,29,729, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,12/07/2019,29,730, S.2, R.2,2,0.016666667
3SD,OP,AF,Cool,2,3SD2,12/07/2019,29,731, S.0, R.1,1,1.016666667
3SD,OP,AF,Cool,2,3SD2,13/07/2019,30,732, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,13/07/2019,30,733, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,13/07/2019,30,734, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,2,3SD2,13/07/2019,30,735, S.1, R.1,1,0.016666667
3SD,OP,AF,Cool,2,3SD2,13/07/2019,30,736, S.1, R.2,2,0.016666667
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,737, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,738, S.1, R.1,1,0.066666667
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,739, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,740, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,741, S.1,R.2,2,0
3SD,OP,AF,Cool,2,3SD2,14/07/2019,31,742, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,15/07/2019,32,743, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,15/07/2019,32,744, S.1, R.2,2,0.033333333
3SD,OP,AF,Cool,2,3SD2,15/07/2019,32,745, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,16/07/2019,33,746, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,17/07/2019,34,747, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,18/07/2019,35,748, S.1, R.1,1,1.833333333
3SD,OP,AF,Cool,2,3SD2,18/07/2019,35,749, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,18/07/2019,35,750, S.2, R.2,2,7.3
3SD,OP,AF,Cool,2,3SD2,19/07/2019,36,751, S.1, R.1,1,0.1
3SD,OP,AF,Cool,2,3SD2,23/07/2019,40,752, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,25/07/2019,42,753, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,26/07/2019,43,754, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,26/07/2019,43,755, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,26/07/2019,43,756, S.1, R.3,3,0.883333333
3SD,OP,AF,Cool,2,3SD2,29/07/2019,46,757, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,31/07/2019,48,758, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,1/08/2019,49,759, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,7/08/2019,55,760, S.1, R.1,1,0.083333333
3SD,OP,AF,Cool,2,3SD2,13/08/2019,61,761, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,14/08/2019,62,762, S.1, R.2,2,0.066666667
3SD,OP,AF,Cool,2,3SD2,17/08/2019,65,763, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,26/08/2019,74,764, S.1, R.1,1,0.05
3SD,OP,AF,Cool,2,3SD2,27/08/2019,75,765, S.1, R.2,2,0
3SD,OP,AF,Cool,2,3SD2,29/08/2019,77,766, S.1, R.1,1,0.033333333
3SD,OP,AF,Cool,2,3SD2,3/09/2019,82,767, S.1, R.1,1,0
3SD,OP,AF,Cool,2,3SD2,13/09/2019,92,768, S.1, R.1,1,0.05
3SD,CL,AF,Cool,3,3SD3,14/06/2019,1,769, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,14/06/2019,1,770, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,14/06/2019,1,771, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,15/06/2019,2,772, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,15/06/2019,2,773, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,16/06/2019,3,774, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,3,3SD3,16/06/2019,3,775, S.0, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,17/06/2019,4,776, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,777, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,778, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,779, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,780, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,781, S.2, R.2,2,0
3SD,CL,AF,Cool,3,3SD3,19/06/2019,6,782, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,3,3SD3,20/06/2019,7,783, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,3,3SD3,20/06/2019,7,784, S.1, R.2,2,0
3SD,CL,AF,Cool,3,3SD3,20/06/2019,7,785, S.1, R.2,2,1.55
3SD,CL,AF,Cool,3,3SD3,20/06/2019,7,786, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,20/06/2019,7,787, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,788, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,789, S.1, R.1,1,0.05
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,790, S.2, R.4,4,0.033333333
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,791, S.1, R.4,4,0
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,792, S.1, R.3,3,0
3SD,CL,AF,Cool,3,3SD3,21/06/2019,8,793, S.2, R.4,4,0.05
3SD,CL,AF,Cool,3,3SD3,22/06/2019,9,794, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,3,3SD3,23/06/2019,10,795, S.0, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,23/06/2019,10,796, S.1, R.2,2,0.066666667
3SD,CL,AF,Cool,3,3SD3,23/06/2019,10,797, S.1, R.2,2,0.05
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,798, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,799, S.0, R.1,1,0.133333333
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,800, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,801, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,802, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,803, S.1, R.2,2,0.133333333
3SD,CL,AF,Cool,3,3SD3,24/06/2019,11,14/03/1902, S.1, R.5,5,1.683333333
3SD,CL,AF,Cool,3,3SD3,25/06/2019,12,805, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,3,3SD3,25/06/2019,12,806, S.1, R.2,2,0
3SD,CL,AF,Cool,3,3SD3,25/06/2019,12,807, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,25/06/2019,12,808, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,25/06/2019,12,809, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,3,3SD3,26/06/2019,13,810, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,3,3SD3,26/06/2019,13,811, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,26/06/2019,13,812, S.1, R.1,1,0.233333333
3SD,CL,AF,Cool,3,3SD3,26/06/2019,13,813, S.1, R.1,1,0.05
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,814, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,815, S.1, R.1,1,0.05
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,816, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,817, S.1, R.1,1,0.033333333
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,818, S.1, R.2,2,0.033333333
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,819, S.1, R.1,1,0.05
3SD,CL,AF,Cool,3,3SD3,27/06/2019,14,820, S.1, R.1,1,0.066666667
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,821, S.0, R.1,1,0.133333333
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,822, S.1, R.1,1,0.016666667
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,823, S.2, R.2,2,0.066666667
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,824, S.0, R.1,1,0.116666667
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,825, S.1, R.2,2,0
3SD,CL,AF,Cool,3,3SD3,28/06/2019,15,826, S.1, R.1,1,0.116666667
3SD,CL,AF,Cool,3,3SD3,29/06/2019,16,827, S.1, R.2,2,0.016666667
3SD,CL,AF,Cool,3,3SD3,30/06/2019,17,828,1,2,2,0
3SD,CL,AF,Cool,3,3SD3,30/06/2019,17,829, S.1, R.1,1,0.083333333
3SD,CL,AF,Cool,3,3SD3,30/06/2019,17,830, S.1, R.2,2,0
3SD,CL,AF,Cool,3,3SD3,1/07/2019,18,831,1,2,2,0
3SD,CL,AF,Cool,3,3SD3,2/07/2019,19,832, S.1, R.1,1,0
3SD,CL,AF,Cool,3,3SD3,2/07/2019,19,833, S.1, R.1,1,2.85
3SD,CL,AF,Cool,3,3SD3,2/07/2019,19,834, S.0, R.1,1,2.266666667
