Carcass Drop,Site,Site_R,Flood,Season,Habitat,Date,Days since laid,group_size,visit_time,visit_time_rounded,visit_time_mins,visit_time_hours
4SD,6,4SD6,After Flood,Spring,Closed,5/10/2019,11,1,19.58333333,20,20,0.333333333
4SD,6,4SD6,After Flood,Spring,Closed,5/10/2019,11,2,20.3,20,20,0.333333333
4SD,6,4SD6,After Flood,Spring,Closed,6/10/2019,12,3,1.483333333,1,1,0.016666667
4SD,6,4SD6,After Flood,Spring,Closed,6/10/2019,12,1,22.65,23,23,0.383333333
4SD,6,4SD6,After Flood,Spring,Closed,6/10/2019,12,2,24.28333333,24,24,0.4
4SD,6,4SD6,After Flood,Spring,Closed,8/10/2019,14,2,25.03333333,25,25,0.416666667
4SD,6,4SD6,After Flood,Spring,Closed,8/10/2019,14,2,54.13333333,54,54,0.9
4SD,6,4SD6,After Flood,Spring,Closed,9/10/2019,15,3,24.9,25,25,0.416666667
4SD,6,4SD6,After Flood,Spring,Closed,9/10/2019,15,2,43.53333333,44,44,0.733333333
4SD,6,4SD6,After Flood,Spring,Closed,9/10/2019,15,2,55.6,56,56,0.933333333
4SD,6,4SD6,After Flood,Spring,Closed,10/10/2019,16,2,10.93333333,11,11,0.183333333
4SD,6,4SD6,After Flood,Spring,Closed,11/10/2019,17,1,6.533333333,7,7,0.116666667
4SD,6,4SD6,After Flood,Spring,Closed,11/10/2019,17,2,25.3,25,25,0.416666667
4SD,6,4SD6,After Flood,Spring,Closed,11/10/2019,17,2,34.25,34,34,0.566666667
4SD,6,4SD6,After Flood,Spring,Closed,12/10/2019,18,2,5.633333333,6,6,0.1
4SD,6,4SD6,After Flood,Spring,Closed,14/10/2019,20,6,4.333333333,4,4,0.066666667
4SD,7,4SD7,After Flood,Spring,Open,25/09/2019,1,1,1.95,2,2,0.033333333
4SD,7,4SD7,After Flood,Spring,Open,27/09/2019,3,2,1.416666667,1,1,0.016666667
4SD,7,4SD7,After Flood,Spring,Open,27/09/2019,3,2,2.566666667,3,3,0.05
4SD,7,4SD7,After Flood,Spring,Open,27/09/2019,3,2,6.433333333,6,6,0.1
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,1,2.483333333,2,2,0.033333333
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,2,3.75,4,4,0.066666667
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,1,3.866666667,4,4,0.066666667
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,3,8.783333333,9,9,0.15
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,3,9.65,10,10,0.166666667
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,3,10.81666667,11,11,0.183333333
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,11,12.4,12,12,0.2
4SD,7,4SD7,After Flood,Spring,Open,28/09/2019,4,3,13.2,13,13,0.216666667
4SD,7,4SD7,After Flood,Spring,Open,29/09/2019,5,4,14.26666667,14,14,0.233333333
4SD,7,4SD7,After Flood,Spring,Open,1/10/2019,7,2,9.783333333,10,10,0.166666667
4SD,7,4SD7,After Flood,Spring,Open,2/10/2019,8,5,51.25,51,51,0.85
4SD,7,4SD7,After Flood,Spring,Open,3/10/2019,9,1,12.15,12,12,0.2
4SD,7,4SD7,After Flood,Spring,Open,3/10/2019,9,1,20.08333333,20,20,0.333333333
4SD,7,4SD7,After Flood,Spring,Open,5/10/2019,11,2,9.116666667,9,9,0.15
4SD,7,4SD7,After Flood,Spring,Open,5/10/2019,11,2,24.36666667,24,24,0.4
4SD,7,4SD7,After Flood,Spring,Open,6/10/2019,12,2,0.783333333,1,1,0.016666667
4SD,7,4SD7,After Flood,Spring,Open,6/10/2019,12,3,78.5,79,79,1.316666667
4SD,7,4SD7,After Flood,Spring,Open,7/10/2019,13,2,1.783333333,2,2,0.033333333
4SD,7,4SD7,After Flood,Spring,Open,7/10/2019,13,1,15.53333333,16,16,0.266666667
4SD,7,4SD7,After Flood,Spring,Open,9/10/2019,15,2,7.283333333,7,7,0.116666667
4SD,7,4SD7,After Flood,Spring,Open,9/10/2019,15,2,14.1,14,14,0.233333333
4SD,7,4SD7,After Flood,Spring,Open,10/10/2019,16,2,28.86666667,29,29,0.483333333
4SD,7,4SD7,After Flood,Spring,Open,11/10/2019,17,2,3.366666667,3,3,0.05
4SD,7,4SD7,After Flood,Spring,Open,11/10/2019,17,2,9.033333333,9,9,0.15
4SD,7,4SD7,After Flood,Spring,Open,11/10/2019,17,2,20.91666667,21,21,0.35
4SD,7,4SD7,After Flood,Spring,Open,17/10/2019,23,1,0.683333333,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,2,0.666666667,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,2,3.45,3,3,0.05
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,2,8.733333333,9,9,0.15
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,2,19.28333333,19,19,0.316666667
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,2,23.26666667,23,23,0.383333333
4SD,8,4SD8,After Flood,Spring,Open,25/09/2019,1,3,28.85,29,29,0.483333333
4SD,8,4SD8,After Flood,Spring,Open,26/09/2019,2,1,10.88333333,11,11,0.183333333
4SD,8,4SD8,After Flood,Spring,Open,26/09/2019,2,2,18.01666667,18,18,0.3
4SD,8,4SD8,After Flood,Spring,Open,26/09/2019,2,2,25.58333333,26,26,0.433333333
4SD,8,4SD8,After Flood,Spring,Open,27/09/2019,3,2,18.48333333,18,18,0.3
4SD,8,4SD8,After Flood,Spring,Open,28/09/2019,4,1,0.916666667,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,28/09/2019,4,2,3.833333333,4,4,0.066666667
4SD,8,4SD8,After Flood,Spring,Open,28/09/2019,4,2,9.083333333,9,9,0.15
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,4,1.95,2,2,0.033333333
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,2,5.433333333,5,5,0.083333333
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,2,7.116666667,7,7,0.116666667
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,2,9.783333333,10,10,0.166666667
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,1,13.18333333,13,13,0.216666667
4SD,8,4SD8,After Flood,Spring,Open,29/09/2019,5,2,31.73333333,32,32,0.533333333
4SD,8,4SD8,After Flood,Spring,Open,30/09/2019,6,2,1.333333333,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,1/10/2019,7,4,4.983333333,5,5,0.083333333
4SD,8,4SD8,After Flood,Spring,Open,1/10/2019,7,2,7.35,7,7,0.116666667
4SD,8,4SD8,After Flood,Spring,Open,1/10/2019,7,3,9.833333333,10,10,0.166666667
4SD,8,4SD8,After Flood,Spring,Open,2/10/2019,8,1,8.3,8,8,0.133333333
4SD,8,4SD8,After Flood,Spring,Open,2/10/2019,8,2,12.36666667,12,12,0.2
4SD,8,4SD8,After Flood,Spring,Open,3/10/2019,9,2,8.916666667,9,9,0.15
4SD,8,4SD8,After Flood,Spring,Open,3/10/2019,9,3,35.6,36,36,0.6
4SD,8,4SD8,After Flood,Spring,Open,3/10/2019,9,4,49.3,49,49,0.816666667
4SD,8,4SD8,After Flood,Spring,Open,4/10/2019,10,2,0.766666667,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,4/10/2019,10,1,3.166666667,3,3,0.05
4SD,8,4SD8,After Flood,Spring,Open,4/10/2019,10,1,4.166666667,4,4,0.066666667
4SD,8,4SD8,After Flood,Spring,Open,4/10/2019,10,2,6.533333333,7,7,0.116666667
4SD,8,4SD8,After Flood,Spring,Open,4/10/2019,10,2,15.28333333,15,15,0.25
4SD,8,4SD8,After Flood,Spring,Open,5/10/2019,11,3,1.333333333,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,5/10/2019,11,3,2.716666667,3,3,0.05
4SD,8,4SD8,After Flood,Spring,Open,6/10/2019,12,2,1.683333333,2,2,0.033333333
4SD,8,4SD8,After Flood,Spring,Open,6/10/2019,12,3,3.383333333,3,3,0.05
4SD,8,4SD8,After Flood,Spring,Open,6/10/2019,12,2,5.683333333,6,6,0.1
4SD,8,4SD8,After Flood,Spring,Open,7/10/2019,13,2,0.633333333,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,7/10/2019,13,2,8.716666667,9,9,0.15
4SD,8,4SD8,After Flood,Spring,Open,8/10/2019,14,1,1.05,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,8/10/2019,14,4,22.3,22,22,0.366666667
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,3,4.316666667,4,4,0.066666667
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,2,7.166666667,7,7,0.116666667
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,2,9.266666667,9,9,0.15
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,2,27.71666667,28,28,0.466666667
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,2,29.28333333,29,29,0.483333333
4SD,8,4SD8,After Flood,Spring,Open,9/10/2019,15,4,33.08333333,33,33,0.55
4SD,8,4SD8,After Flood,Spring,Open,10/10/2019,16,2,2.05,2,2,0.033333333
4SD,8,4SD8,After Flood,Spring,Open,10/10/2019,16,4,14.9,15,15,0.25
4SD,8,4SD8,After Flood,Spring,Open,11/10/2019,17,1,0.95,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,12/10/2019,18,2,2.366666667,2,2,0.033333333
4SD,8,4SD8,After Flood,Spring,Open,13/10/2019,19,1,0.683333333,1,1,0.016666667
4SD,8,4SD8,After Flood,Spring,Open,13/10/2019,19,2,1.65,2,2,0.033333333
4SD,8,4SD8,After Flood,Spring,Open,18/10/2019,24,2,4.066666667,4,4,0.066666667
4SD,9,4SD9,After Flood,Spring,Closed,24/09/2019,0,2,0.55,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,25/09/2019,1,2,40.16666667,40,40,0.666666667
4SD,9,4SD9,After Flood,Spring,Closed,26/09/2019,2,2,0.583333333,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,26/09/2019,2,2,10.21666667,10,10,0.166666667
4SD,9,4SD9,After Flood,Spring,Closed,26/09/2019,2,2,11.86666667,12,12,0.2
4SD,9,4SD9,After Flood,Spring,Closed,26/09/2019,2,2,15.61666667,16,16,0.266666667
4SD,9,4SD9,After Flood,Spring,Closed,26/09/2019,2,2,19.81666667,20,20,0.333333333
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,4,1.083333333,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,3,12,12,12,0.2
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,3,20.6,21,21,0.35
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,3,21.41666667,21,21,0.35
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,2,24.15,24,24,0.4
4SD,9,4SD9,After Flood,Spring,Closed,27/09/2019,3,3,31.68333333,32,32,0.533333333
4SD,9,4SD9,After Flood,Spring,Closed,28/09/2019,4,1,12.3,12,12,0.2
4SD,9,4SD9,After Flood,Spring,Closed,28/09/2019,4,3,21.93333333,22,22,0.366666667
4SD,9,4SD9,After Flood,Spring,Closed,28/09/2019,4,3,82.56666667,83,83,1.383333333
4SD,9,4SD9,After Flood,Spring,Closed,28/09/2019,4,6,200.4166667,200,200,3.333333333
4SD,9,4SD9,After Flood,Spring,Closed,29/09/2019,5,3,21.3,21,21,0.35
4SD,9,4SD9,After Flood,Spring,Closed,29/09/2019,5,2,37.96666667,38,38,0.633333333
4SD,9,4SD9,After Flood,Spring,Closed,30/09/2019,6,2,11.95,12,12,0.2
4SD,9,4SD9,After Flood,Spring,Closed,30/09/2019,6,2,12.81666667,13,13,0.216666667
4SD,9,4SD9,After Flood,Spring,Closed,30/09/2019,6,3,20.43333333,20,20,0.333333333
4SD,9,4SD9,After Flood,Spring,Closed,30/09/2019,6,4,72.58333333,73,73,1.216666667
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,3,0.516666667,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,2,3.283333333,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,3,6.083333333,6,6,0.1
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,6,13.76666667,14,14,0.233333333
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,2,36.95,37,37,0.616666667
4SD,9,4SD9,After Flood,Spring,Closed,1/10/2019,7,5,75.15,75,75,1.25
4SD,9,4SD9,After Flood,Spring,Closed,2/10/2019,8,2,7.7,8,8,0.133333333
4SD,9,4SD9,After Flood,Spring,Closed,2/10/2019,8,2,17.7,18,18,0.3
4SD,9,4SD9,After Flood,Spring,Closed,2/10/2019,8,2,20.18333333,20,20,0.333333333
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,1,0.583333333,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,4,0.7,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,2,1.083333333,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,1,1.35,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,1,2.416666667,2,2,0.033333333
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,2,3.866666667,4,4,0.066666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,2,6.516666667,7,7,0.116666667
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,2,7.766666667,8,8,0.133333333
4SD,9,4SD9,After Flood,Spring,Closed,3/10/2019,9,3,29.9,30,30,0.5
4SD,9,4SD9,After Flood,Spring,Closed,4/10/2019,10,4,16.41666667,16,16,0.266666667
4SD,9,4SD9,After Flood,Spring,Closed,5/10/2019,11,2,1.366666667,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,5/10/2019,11,4,34.16666667,34,34,0.566666667
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,2,0.95,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,2,1.2,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,1,2.633333333,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,1,3.216666667,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,2,3.25,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,2,10.88333333,11,11,0.183333333
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,2,13.83333333,14,14,0.233333333
4SD,9,4SD9,After Flood,Spring,Closed,6/10/2019,12,3,40.45,40,40,0.666666667
4SD,9,4SD9,After Flood,Spring,Closed,7/10/2019,13,2,12.13333333,12,12,0.2
4SD,9,4SD9,After Flood,Spring,Closed,8/10/2019,14,2,1.1,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,8/10/2019,14,3,6.633333333,7,7,0.116666667
4SD,9,4SD9,After Flood,Spring,Closed,8/10/2019,14,2,11.01666667,11,11,0.183333333
4SD,9,4SD9,After Flood,Spring,Closed,8/10/2019,14,2,33.01666667,33,33,0.55
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,2,6.166666667,6,6,0.1
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,2,12.91666667,13,13,0.216666667
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,1,14.9,15,15,0.25
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,3,20.63333333,21,21,0.35
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,3,21.61666667,22,22,0.366666667
4SD,9,4SD9,After Flood,Spring,Closed,9/10/2019,15,2,34.41666667,34,34,0.566666667
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,0.95,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,2.883333333,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,4.433333333,4,4,0.066666667
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,16.66666667,17,17,0.283333333
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,20.83333333,21,21,0.35
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,38.93333333,39,39,0.65
4SD,9,4SD9,After Flood,Spring,Closed,10/10/2019,16,2,46.46666667,46,46,0.766666667
4SD,9,4SD9,After Flood,Spring,Closed,11/10/2019,17,2,5.7,6,6,0.1
4SD,9,4SD9,After Flood,Spring,Closed,13/10/2019,19,1,0.633333333,1,1,0.016666667
4SD,9,4SD9,After Flood,Spring,Closed,13/10/2019,19,2,5.533333333,6,6,0.1
4SD,9,4SD9,After Flood,Spring,Closed,17/10/2019,23,2,3.25,3,3,0.05
4SD,9,4SD9,After Flood,Spring,Closed,21/10/2019,27,2,23.28333333,23,23,0.383333333
4SD,9,4SD9,After Flood,Spring,Closed,22/10/2019,28,1,8.466666667,8,8,0.133333333
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,4,1.9,2,2,0.033333333
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,2,3.516666667,4,4,0.066666667
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,5,4.8,5,5,0.083333333
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,6,5.816666667,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,5,6.133333333,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,4,8.416666667,8,8,0.133333333
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,4,8.533333333,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,6,8.616666667,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,2,26.93333333,27,27,0.45
4SD,10,4SD10,After Flood,Spring,Closed,25/09/2019,1,6,43.45,43,43,0.716666667
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,1.4,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,2.1,2,2,0.033333333
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,3.433333333,3,3,0.05
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,4.266666667,4,4,0.066666667
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,5.266666667,5,5,0.083333333
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,8.65,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,21.1,21,21,0.35
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,27.35,27,27,0.45
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,29.61666667,30,30,0.5
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,34.28333333,34,34,0.566666667
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,43.71666667,44,44,0.733333333
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,5,75.33333333,75,75,1.25
4SD,10,4SD10,After Flood,Spring,Closed,26/09/2019,2,8,215,215,215,3.583333333
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,3,1.1,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,1,3.416666667,3,3,0.05
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,4,10.51666667,11,11,0.183333333
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,2,11.71666667,12,12,0.2
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,6,32.25,32,32,0.533333333
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,3,36.86666667,37,37,0.616666667
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,5,57.81666667,58,58,0.966666667
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,3,69.9,70,70,1.166666667
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,5,87.61666667,88,88,1.466666667
4SD,10,4SD10,After Flood,Spring,Closed,27/09/2019,3,5,131.5166667,132,132,2.2
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,1,4.65,5,5,0.083333333
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,2,9.25,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,2,9.666666667,10,10,0.166666667
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,4,15.38333333,15,15,0.25
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,6,17.01666667,17,17,0.283333333
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,4,85.96666667,86,86,1.433333333
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,4,92.03333333,92,92,1.533333333
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,11,116.6833333,117,117,1.95
4SD,10,4SD10,After Flood,Spring,Closed,28/09/2019,4,3,117.5666667,118,118,1.966666667
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,3,1.383333333,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,1,2.883333333,3,3,0.05
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,2,3.183333333,3,3,0.05
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,1,9.9,10,10,0.166666667
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,3,29.66666667,30,30,0.5
4SD,10,4SD10,After Flood,Spring,Closed,29/09/2019,5,2,33.35,33,33,0.55
4SD,10,4SD10,After Flood,Spring,Closed,30/09/2019,6,2,17.48333333,17,17,0.283333333
4SD,10,4SD10,After Flood,Spring,Closed,1/10/2019,7,4,24.86666667,25,25,0.416666667
4SD,10,4SD10,After Flood,Spring,Closed,2/10/2019,8,1,1.116666667,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,2/10/2019,8,2,10.06666667,10,10,0.166666667
4SD,10,4SD10,After Flood,Spring,Closed,2/10/2019,8,2,26.93333333,27,27,0.45
4SD,10,4SD10,After Flood,Spring,Closed,3/10/2019,9,2,5.533333333,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,4/10/2019,10,1,0.783333333,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,4/10/2019,10,1,3.166666667,3,3,0.05
4SD,10,4SD10,After Flood,Spring,Closed,4/10/2019,10,1,4.966666667,5,5,0.083333333
4SD,10,4SD10,After Flood,Spring,Closed,6/10/2019,12,2,7.35,7,7,0.116666667
4SD,10,4SD10,After Flood,Spring,Closed,6/10/2019,12,2,11.58333333,12,12,0.2
4SD,10,4SD10,After Flood,Spring,Closed,6/10/2019,12,4,19.15,19,19,0.316666667
4SD,10,4SD10,After Flood,Spring,Closed,8/10/2019,14,2,9.016666667,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,8/10/2019,14,4,20.85,21,21,0.35
4SD,10,4SD10,After Flood,Spring,Closed,8/10/2019,14,6,98.88333333,99,99,1.65
4SD,10,4SD10,After Flood,Spring,Closed,8/10/2019,14,6,113.6666667,114,114,1.9
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,2,0.633333333,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,1,1.966666667,2,2,0.033333333
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,2,5.766666667,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,3,6.066666667,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,2,12.3,12,12,0.2
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,1,18.31666667,18,18,0.3
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,2,23.73333333,24,24,0.4
4SD,10,4SD10,After Flood,Spring,Closed,9/10/2019,15,2,28.45,28,28,0.466666667
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,2,6.183333333,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,2,8.5,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,1,10.18333333,10,10,0.166666667
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,2,11.73333333,12,12,0.2
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,2,12.85,13,13,0.216666667
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,3,17.31666667,17,17,0.283333333
4SD,10,4SD10,After Flood,Spring,Closed,10/10/2019,16,2,31.15,31,31,0.516666667
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,1,0.7,1,1,0.016666667
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,1,8.233333333,8,8,0.133333333
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,2,8.333333333,8,8,0.133333333
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,2,13.11666667,13,13,0.216666667
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,2,23.81666667,24,24,0.4
4SD,10,4SD10,After Flood,Spring,Closed,11/10/2019,17,2,37.93333333,38,38,0.633333333
4SD,10,4SD10,After Flood,Spring,Closed,12/10/2019,18,2,8.966666667,9,9,0.15
4SD,10,4SD10,After Flood,Spring,Closed,17/10/2019,23,2,5.516666667,6,6,0.1
4SD,10,4SD10,After Flood,Spring,Closed,17/10/2019,23,1,5.583333333,6,6,0.1
4SD,11,4SD11,After Flood,Spring,Closed,26/09/2019,2,1,20.08333333,20,20,0.333333333
4SD,11,4SD11,After Flood,Spring,Closed,26/09/2019,2,2,127.0333333,127,127,2.116666667
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,1.966666667,2,2,0.033333333
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,2.466666667,2,2,0.033333333
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,3.3,3,3,0.05
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,3.416666667,3,3,0.05
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,1,4.316666667,4,4,0.066666667
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,5.016666667,5,5,0.083333333
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,5.133333333,5,5,0.083333333
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,11.21666667,11,11,0.183333333
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,1,11.75,12,12,0.2
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,12,12,12,0.2
4SD,11,4SD11,After Flood,Spring,Closed,27/09/2019,3,2,19.68333333,20,20,0.333333333
4SD,11,4SD11,After Flood,Spring,Closed,28/09/2019,4,2,0.733333333,1,1,0.016666667
4SD,11,4SD11,After Flood,Spring,Closed,28/09/2019,4,1,3.2,3,3,0.05
4SD,11,4SD11,After Flood,Spring,Closed,28/09/2019,4,1,12.2,12,12,0.2
4SD,11,4SD11,After Flood,Spring,Closed,28/09/2019,4,2,15.41666667,15,15,0.25
